,name,style,ounces,brewery_name,city,state
867,Pinata Protest,Witbier,12.0,Freetail Brewing Company,San Antonio, TX
868,Bat Outta Helles,Munich Helles Lager,12.0,Freetail Brewing Company,San Antonio, TX
869,Original,American Amber / Red Ale,12.0,Freetail Brewing Company,San Antonio, TX
870,Rye Wit,Witbier,12.0,Freetail Brewing Company,San Antonio, TX
871,Soul Doubt,American IPA,12.0,Freetail Brewing Company,San Antonio, TX
872,Yo Soy Un Berliner,Berliner Weissbier,12.0,Freetail Brewing Company,San Antonio, TX
873,77 Fremont Select Spring Session IPA,American IPA,12.0,Fremont Brewing Company,Seattle, WA
874,Fremont Organic Pale Ale,American Pale Ale (APA),12.0,Fremont Brewing Company,Seattle, WA
875,Abominable Ale,English Strong Ale,12.0,Fremont Brewing Company,Seattle, WA
876,Harvest Ale,Saison / Farmhouse Ale,12.0,Fremont Brewing Company,Seattle, WA
877,Fremont Summer Ale,American Pale Ale (APA),12.0,Fremont Brewing Company,Seattle, WA
878,Universale Pale Ale,American Pale Ale (APA),12.0,Fremont Brewing Company,Seattle, WA
879,Interurban IPA,American IPA,12.0,Fremont Brewing Company,Seattle, WA
880,Gateway Kolsch Style Ale,Kölsch,12.0,French Broad Brewery,Asheville, NC
881,Wee-Heavy-Er Scotch Ale,Scotch Ale / Wee Heavy,12.0,French Broad Brewery,Asheville, NC
882,13 Rebels ESB,Extra Special / Strong Bitter (ESB),12.0,French Broad Brewery,Asheville, NC
883,Salamander Slam,American IPA,16.0,Frog Level Brewing Company,Waynesville, NC
884,Cack-A-Lacky,American Pale Ale (APA),12.0,Fullsteam Brewery,Durham, NC
885,No Wake IPA,American IPA,12.0,Geneva Lake Brewing Company,Lake Geneva, WI
886,Boathouse Blonde,American Blonde Ale,12.0,Geneva Lake Brewing Company,Lake Geneva, WI
887,Cedar Point,American Amber / Red Ale,12.0,Geneva Lake Brewing Company,Lake Geneva, WI
888,Clean Shave IPA,American IPA,12.0,Glabrous Brewing Company,Pineland, ME
889,Might As Well IPL,American Pale Lager,16.0,Golden Road Brewing,Los Angeles, CA
890,Saison Pamplemousse,Saison / Farmhouse Ale,12.0,Golden Road Brewing,Los Angeles, CA
891,2020 IPA,American IPA,16.0,Golden Road Brewing,Los Angeles, CA
892,Wolf Among Weeds IPA,American IPA,16.0,Golden Road Brewing,Los Angeles, CA
893,Better Weather IPA,American IPA,16.0,Golden Road Brewing,Los Angeles, CA
894,Point the Way IPA,American IPA,16.0,Golden Road Brewing,Los Angeles, CA
895,Golden Road Hefeweizen,Hefeweizen,16.0,Golden Road Brewing,Los Angeles, CA
896,Heal the Bay IPA,American IPA,16.0,Golden Road Brewing,Los Angeles, CA
897,Point the Way IPA,American IPA,12.0,Golden Road Brewing,Los Angeles, CA
898,Cabrillo Kölsch,Kölsch,16.0,Golden Road Brewing,Los Angeles, CA
899,Get Up Offa That Brown,American Brown Ale,16.0,Golden Road Brewing,Los Angeles, CA
900,Burning Bush Smoked IPA,American IPA,16.0,Golden Road Brewing,Los Angeles, CA
901,Wolf Among Weeds IPA (2012),American IPA,16.0,Golden Road Brewing,Los Angeles, CA
902,Point the Way IPA (2012),American IPA,16.0,Golden Road Brewing,Los Angeles, CA
903,Golden Road Hefeweizen (2012),Hefeweizen,16.0,Golden Road Brewing,Los Angeles, CA
904,Vanilla Porter,American Porter,16.0,Gonzo's BiggDogg Brewing,Kalamazoo, MI
905,Descender IPA,American IPA,12.0,Good Life Brewing Company,Bend, OR
906,Sweet As Pacific Ale,American Pale Wheat Ale,12.0,Good Life Brewing Company,Bend, OR
907,Good People Pale Ale,American Pale Ale (APA),12.0,Good People Brewing Company,Birmingham, AL
908,Snake Handler Double IPA,American Double / Imperial IPA,12.0,Good People Brewing Company,Birmingham, AL
909,Coffee Oatmeal Stout,Oatmeal Stout,12.0,Good People Brewing Company,Birmingham, AL
910,Good People IPA,American IPA,12.0,Good People Brewing Company,Birmingham, AL
911,Good People American Brown Ale,American Brown Ale,12.0,Good People Brewing Company,Birmingham, AL
912,Mountain Rescue Pale Ale,American Pale Ale (APA),12.0,Goodlife Brewing Co.,Bend, OR
913,Goose Island India Pale Ale,American IPA,12.0,Goose Island Brewery Company,Chicago, IL
914,312 Urban Pale Ale,American Pale Ale (APA),16.0,Goose Island Brewing Company,Chicago, IL
915,312 Urban Pale Ale,American Pale Ale (APA),12.0,Goose Island Brewing Company,Chicago, IL
916,312 Urban Wheat Ale,American Pale Wheat Ale,16.0,Goose Island Brewing Company,Chicago, IL
917,312 Urban Wheat Ale,American Pale Wheat Ale,12.0,Goose Island Brewing Company,Chicago, IL
918,312 Urban Wheat Ale (2012),American Pale Wheat Ale,12.0,Goose Island Brewing Company,Chicago, IL
919,Beaver Logger,American Pale Lager,12.0,Gore Range Brewery,Edwards, CO
920,White Water Wheat,American Pale Wheat Ale,12.0,Grand Canyon Brewing Company,Williams, AZ
921,Grand Canyon American Pilsner,American Pilsner,12.0,Grand Canyon Brewing Company,Williams, AZ
922,Grand Canyon Sunset Amber Ale,American Amber / Red Ale,12.0,Grand Canyon Brewing Company,Williams, AZ
923,Black Iron India Pale Ale,American IPA,12.0,Grand Canyon Brewing Company,Williams, AZ
924,Monarch Classic American Wheat,American Pale Wheat Ale,12.0,Grapevine Craft Brewery,Farmers Branch, TX
925,Sir William's English Brown Ale,English Brown Ale,12.0,Grapevine Craft Brewery,Farmers Branch, TX
926,Lakefire Rye Pale Ale,American Pale Ale (APA),12.0,Grapevine Craft Brewery,Farmers Branch, TX
927,Beer Agent Re-Ignition,American Blonde Ale,16.0,Great Crescent Brewery,Aurora, IN
928,Cherry Ale,Fruit / Vegetable Beer,16.0,Great Crescent Brewery,Aurora, IN
929,Bourbon Barrel Aged Coconut Porter,American Porter,16.0,Great Crescent Brewery,Aurora, IN
930,Great Crescent IPA,American IPA,16.0,Great Crescent Brewery,Aurora, IN
931,Aurora Lager,Dortmunder / Export Lager,16.0,Great Crescent Brewery,Aurora, IN
932,Great Crescent Blonde Ale,American Blonde Ale,16.0,Great Crescent Brewery,Aurora, IN
933,Great Crescent Coconut Porter,American Porter,16.0,Great Crescent Brewery,Aurora, IN
934,Great Crescent Oktoberfest Lager,Märzen / Oktoberfest,16.0,Great Crescent Brewery,Aurora, IN
935,Great Crescent Brown Ale,American Brown Ale,16.0,Great Crescent Brewery,Aurora, IN
936,Cherry Ale (1),Fruit / Vegetable Beer,16.0,Great Crescent Brewery,Aurora, IN
937,Aurora Lager (2011),Dortmunder / Export Lager,16.0,Great Crescent Brewery,Aurora, IN
938,Frosted Fields Winter Wheat,American Dark Wheat Ale,16.0,Great Crescent Brewery,Aurora, IN
939,Great Crescent Belgian Style Wit,Witbier,16.0,Great Crescent Brewery,Aurora, IN
940,Bourbon's Barrel Stout,American Stout,16.0,Great Crescent Brewery,Aurora, IN
941,Great Crescent Stout,English Stout,16.0,Great Crescent Brewery,Aurora, IN
942,Great Crescent Coconut Porter (2012),American Porter,16.0,Great Crescent Brewery,Aurora, IN
943,Great Crescent Dark Lager,Euro Dark Lager,16.0,Great Crescent Brewery,Aurora, IN
944,Great Crescent Mild Ale,English Dark Mild Ale,16.0,Great Crescent Brewery,Aurora, IN
945,Great Crescent IPA (2011),American IPA,16.0,Great Crescent Brewery,Aurora, IN
946,Great Crescent Blonde Ale (2011),American Blonde Ale,16.0,Great Crescent Brewery,Aurora, IN
947,Denver Pale Ale (Artist Series No. 1),American Pale Ale (APA),12.0,Great Divide Brewing Company,Denver, CO
948,Hibernation Ale,Old Ale,12.0,Great Divide Brewing Company,Denver, CO
949,Whitewater,American Pale Wheat Ale,12.0,Great Divide Brewing Company,Denver, CO
950,Rumble,American IPA,12.0,Great Divide Brewing Company,Denver, CO
951,Orabelle,Tripel,12.0,Great Divide Brewing Company,Denver, CO
952,Lasso,American IPA,12.0,Great Divide Brewing Company,Denver, CO
953,Yeti  Imperial Stout,Russian Imperial Stout,12.0,Great Divide Brewing Company,Denver, CO
954,Colette,Saison / Farmhouse Ale,12.0,Great Divide Brewing Company,Denver, CO
955,Titan IPA,American IPA,12.0,Great Divide Brewing Company,Denver, CO
956,Black Star Double Hopped Golden Lager (24 oz.),American Pale Lager,24.0,Great Northern Brewing Company,Whitefish, MT
957,Black Star Double Hopped Golden Lager (12 oz.),American Pale Lager,12.0,Great Northern Brewing Company,Whitefish, MT
958,Commotion APA,American Pale Ale (APA),12.0,Great Raft Brewing Company,Shreveport, LA
959,Southern Drawl Pale Lager,American Pale Lager,12.0,Great Raft Brewing Company,Shreveport, LA
960,Chickawawa Lemonale,Fruit / Vegetable Beer,12.0,Great River Brewery,Davenport, IA
961,Barrel Aged Farmer,American Brown Ale,16.0,Great River Brewery,Davenport, IA
962,Great River Golden Ale,American Blonde Ale,12.0,Great River Brewery,Davenport, IA
963,Dirty Blonde Chocolate Ale,American Blonde Ale,12.0,Great River Brewery,Davenport, IA
964,Dos Pistolas,Vienna Lager,12.0,Great River Brewery,Davenport, IA
965,Owney Irish Style Red Ale,Irish Red Ale,16.0,Great River Brewery,Davenport, IA
966,Aaah Bock Lager,Vienna Lager,16.0,Great River Brewery,Davenport, IA
967,Widespread Wit,Witbier,16.0,Great River Brewery,Davenport, IA
968,Roller Dam Red Ale,Irish Red Ale,16.0,Great River Brewery,Davenport, IA
969,483 Pale Ale,American Pale Ale (APA),16.0,Great River Brewery,Davenport, IA
970,Hop A Potamus Double Dark Rye Pale Ale,Rye Beer,16.0,Great River Brewery,Davenport, IA
971,Farmer Brown Ale,American Brown Ale,16.0,Great River Brewery,Davenport, IA
972,Big Cock IPA,American IPA,16.0,Great River Brewery,Davenport, IA
973,Oktoberfest,Märzen / Oktoberfest,16.0,Great River Brewery,Davenport, IA
974,40th Annual Bix Street Fest Copper Ale (Current),American Amber / Red Ale,16.0,Great River Brewery,Davenport, IA
975,Redband Stout,American Stout,16.0,Great River Brewery,Davenport, IA
976,483 Pale Ale (2010),American Pale Ale (APA),16.0,Great River Brewery,Davenport, IA
977,Roller Dam Red Ale (2010),Irish Red Ale,16.0,Great River Brewery,Davenport, IA
978,Pablo Beach Pale Ale,American Pale Ale (APA),12.0,Green Room Brewing,Jacksonville, FL
979,Wild Trail Pale Ale,American Pale Ale (APA),12.0,Greenbrier Valley Brewing Company,Lewisburg, WV
980,Mothman Black IPA,American Black Ale,12.0,Greenbrier Valley Brewing Company,Lewisburg, WV
981,Autumn Winds Fest Beer,Märzen / Oktoberfest,16.0,Grey Sail Brewing Company,Westerly, RI
982,Captain's Daughter,American Double / Imperial IPA,12.0,Grey Sail Brewing Company,Westerly, RI
983,Autumn Winds,Märzen / Oktoberfest,16.0,Grey Sail Brewing of Rhode Island,Westerly, RI
984,Flying Jenny Extra Pale Ale,American Pale Ale (APA),12.0,Grey Sail Brewing of Rhode Island,Westerly, RI
985,Hazy Day Belgian-Style Wit,Witbier,16.0,Grey Sail Brewing of Rhode Island,Westerly, RI
986,Bring Back the Beach Blonde Ale,American Blonde Ale,16.0,Grey Sail Brewing of Rhode Island,Westerly, RI
987,Leaning Chimney Smoked Porter,American Porter,16.0,Grey Sail Brewing of Rhode Island,Westerly, RI
988,Flying Jenny Extra Pale Ale (2012),American Pale Ale (APA),12.0,Grey Sail Brewing of Rhode Island,Westerly, RI
989,Flagship Ale,Cream Ale,12.0,Grey Sail Brewing of Rhode Island,Westerly, RI
990,Mr. Blue Sky,American Pale Wheat Ale,16.0,Griffin Claw Brewing Company,Birmingham, MI
991,3 Scrooges,Winter Warmer,16.0,Griffin Claw Brewing Company,Birmingham, MI
992,Screamin’ Pumpkin,Pumpkin Ale,16.0,Griffin Claw Brewing Company,Birmingham, MI
993,Grand Trunk Bohemian Pils,Czech Pilsener,16.0,Griffin Claw Brewing Company,Birmingham, MI
994,El Rojo,American Amber / Red Ale,16.0,Griffin Claw Brewing Company,Birmingham, MI
995,Norm's Raggedy Ass IPA,American IPA,16.0,Griffin Claw Brewing Company,Birmingham, MI
996,Grind Line,American Pale Ale (APA),16.0,Griffin Claw Brewing Company,Birmingham, MI
997,Norm's Gateway IPA,American IPA,12.0,Griffin Claw Brewing Company,Birmingham, MI
998,Lemon Shandy Tripel,Tripel,16.0,Griffin Claw Brewing Company,Birmingham, MI
999,Little Red Cap,Altbier,12.0,Grimm Brothers Brewhouse,Loveland, CO
1000,Supergoose IPA,American IPA,12.0,Hale's Ales,Seattle, WA
1001,Hale's Pale American Ale,American Pale Ale (APA),12.0,Hale's Ales,Seattle, WA
1002,Heyoka IPA,American IPA,16.0,Half Acre Beer Company,Chicago, IL
1003,Guest Lager,American Double / Imperial Pilsner,16.0,Half Acre Beer Company,Chicago, IL
1004,Pony Pilsner,German Pilsener,16.0,Half Acre Beer Company,Chicago, IL
1005,Akari Shogun American Wheat Ale,American Pale Wheat Ale,16.0,Half Acre Beer Company,Chicago, IL
1006,Meat Wave,English India Pale Ale (IPA),16.0,Half Acre Beer Company,Chicago, IL
1007,Over Ale,American Brown Ale,16.0,Half Acre Beer Company,Chicago, IL
1008,Gossamer Golden Ale,American Blonde Ale,16.0,Half Acre Beer Company,Chicago, IL
1009,Daisy Cutter Pale Ale,American Pale Ale (APA),16.0,Half Acre Beer Company,Chicago, IL
1010,Pursuit,American IPA,12.0,Half Full Brewery,Stamford, CT
1011,Half Full Bright Ale,American Blonde Ale,12.0,Half Full Brewery,Stamford, CT
1012,Orange Wheat,Fruit / Vegetable Beer,12.0,Hangar 24 Craft Brewery,Redlands, CA
1013,Hangar 24 Helles Lager,Munich Helles Lager,12.0,Hangar 24 Craft Brewery,Redlands, CA
1014,The Great Return,American IPA,16.0,Hardywood Park Craft Brewery,Richmond, VA
1015,Hardywood Cream Ale,Cream Ale,12.0,Hardywood Park Craft Brewery,Richmond, VA
1016,Capital Trail Pale Ale,American Pale Ale (APA),12.0,Hardywood Park Craft Brewery,Richmond, VA
1017,UFO Gingerland,Herbed / Spiced Beer,12.0,Harpoon Brewery,Boston, MA
1018,The Long Thaw White IPA,American White IPA,12.0,Harpoon Brewery,Boston, MA
1019,Honey Cider,Cider,12.0,Harpoon Brewery,Boston, MA
1020,Harpoon Summer Beer,Kölsch,12.0,Harpoon Brewery,Boston, MA
1021,Harpoon IPA,American IPA,12.0,Harpoon Brewery,Boston, MA
1022,UFO Pumpkin,Pumpkin Ale,12.0,Harpoon Brewery,Boston, MA
1023,Harpoon Octoberfest,Märzen / Oktoberfest,12.0,Harpoon Brewery,Boston, MA
1024,Harpoon IPA (2012),American IPA,12.0,Harpoon Brewery,Boston, MA
1025,Harpoon Summer Beer (2012),Kölsch,12.0,Harpoon Brewery,Boston, MA
1026,UFO White,American Pale Wheat Ale,12.0,Harpoon Brewery,Boston, MA
1027,Harpoon Summer Beer (2010),Kölsch,12.0,Harpoon Brewery,Boston, MA
1028,Harpoon IPA (2010),American IPA,12.0,Harpoon Brewery,Boston, MA
1029,Great Falls Select Pale Ale,American Blonde Ale,12.0,Harvest Moon Brewing Company,Belt, MT
1030,Beltian White,Witbier,12.0,Harvest Moon Brewing Company,Belt, MT
1031,Kaua'i Golden Ale,American Blonde Ale,12.0,Hawai'i Nui Brewing Co.,Hilo, HI
1032,Sunset Amber,American Pale Ale (APA),12.0,Hawai'i Nui Brewing Co.,Hilo, HI
1033,Hapa Brown Ale,American Brown Ale,19.2,Hawai'i Nui Brewing Co.,Hilo, HI
1034,Hapa Brown Ale,American Brown Ale,12.0,Hawai'i Nui Brewing Co.,Hilo, HI
1035,Southern Cross,Flanders Red Ale,19.2,Hawai'i Nui Brewing Co.,Hilo, HI
1036,Groupe G,Belgian IPA,16.0,Headlands Brewing Company,Mill Valley, CA
1037,Pt. Bonita Rustic Lager,American Pale Lager,16.0,Headlands Brewing Company,Mill Valley, CA
1038,Hill 88 Double IPA,American Double / Imperial IPA,16.0,Headlands Brewing Company,Mill Valley, CA
1039,Loose Cannon,American IPA,12.0,Heavy Seas Beer,Halethorpe, MD
1040,AARGHtoberfest!,Märzen / Oktoberfest,12.0,Heavy Seas Beer,Halethorpe, MD
1041,Davy Jones Lager,Cream Ale,12.0,Heavy Seas Beer,Halethorpe, MD
1042,Grazias,Cream Ale,16.0,Hess Brewing Company,San Diego, CA
1043,Habitus IPA,American IPA,16.0,Hess Brewing Company,San Diego, CA
1044,Ex Umbris Rye Imperial Stout,American Double / Imperial Stout,16.0,Hess Brewing Company,San Diego, CA
1045,The Golden One,American Pilsner,12.0,High Hops Brewery,Windsor, CO
1046,The Power of Zeus,American Pale Ale (APA),12.0,High Hops Brewery,Windsor, CO
1047,Tonganoxie Honey Wheat,American Pale Wheat Ale,12.0,High Noon Saloon And Brewery,Leavenworth, KS
1048,Oregon Trail Unfiltered Raspberry Wheat,Fruit / Vegetable Beer,12.0,High Noon Saloon And Brewery,Leavenworth, KS
1049,Annie's Amber Ale,American Amber / Red Ale,12.0,High Noon Saloon And Brewery,Leavenworth, KS
1050,The 12th Can™,American Pale Ale (APA),16.0,Hilliard's Beer,Seattle, WA
1051,Hilliard's Pils,Czech Pilsener,16.0,Hilliard's Beer,Seattle, WA
1052,Hilliard's Blonde,American Blonde Ale,16.0,Hilliard's Beer,Seattle, WA
1053,Hilliard's Amber Ale,American Amber / Red Ale,16.0,Hilliard's Beer,Seattle, WA
1054,Hilliard's Saison,Saison / Farmhouse Ale,16.0,Hilliard's Beer,Seattle, WA
1055,White Cap White IPA,American White IPA,16.0,Hinterland Brewery,Green Bay, WI
1056,Provision,Saison / Farmhouse Ale,12.0,Hop Farm Brewing Company,Pittsburgh, PA
1057,One Nut Brown,American Brown Ale,12.0,Hop Farm Brewing Company,Pittsburgh, PA
1058,Hop Farm IPA,American IPA,12.0,Hop Farm Brewing Company,Pittsburgh, PA
1059,Double D Blonde,American Blonde Ale,12.0,Hop Valley Brewing Company,Springfield, OR
1060,Festeroo Winter Ale,American Strong Ale,12.0,Hop Valley Brewing Company,Springfield, OR
1061,Proxima IPA,American IPA,12.0,Hop Valley Brewing Company,Springfield, OR
1062,Double D Blonde (2013),American Blonde Ale,12.0,Hop Valley Brewing Company,Springfield, OR
1063,541 American Lager,American Pale Lager,12.0,Hop Valley Brewing Company,Springfield, OR
1064,Alphadelic IPA,American IPA,12.0,Hop Valley Brewing Company,Springfield, OR
1065,Alphadelic IPA (2011),American IPA,12.0,Hop Valley Brewing Company,Springfield, OR
1066,Double D Blonde (2011),American Blonde Ale,12.0,Hop Valley Brewing Company,Springfield, OR
1067,Green House India Pale Ale,American IPA,12.0,Hops & Grain Brewery,Austin, TX
1068,The One They Call Zoe,American Pale Lager,12.0,Hops & Grain Brewery,Austin, TX
1069,Alteration,Altbier,12.0,Hops & Grain Brewery,Austin, TX
1070,Pale Dog,American Pale Ale (APA),12.0,Hops & Grain Brewery,Austin, TX
1071,Porter Culture,American Porter,12.0,Hops & Grains Brewing Company,Austin, TX
1072,Hard Cider,Cider,16.0,Hopworks Urban Brewery,Portland, OR
1073,Totally Radler,Radler,16.0,Hopworks Urban Brewery,Portland, OR
1074,Nonstop Hef Hop,American Pale Wheat Ale,16.0,Hopworks Urban Brewery,Portland, OR
1075,Nonstop Hef Hop,American Pale Wheat Ale,16.0,Hopworks Urban Brewery,Portland, OR
1076,Nonstop Hef Hop,American Pale Wheat Ale,16.0,Hopworks Urban Brewery,Portland, OR
1077,Nonstop Hef Hop,American Pale Wheat Ale,16.0,Hopworks Urban Brewery,Portland, OR
1078,Nonstop Hef Hop,American Pale Wheat Ale,16.0,Hopworks Urban Brewery,Portland, OR
1079,Nonstop Hef Hop,American Pale Wheat Ale,16.0,Hopworks Urban Brewery,Portland, OR
1080,Nonstop Hef Hop,American Pale Wheat Ale,16.0,Hopworks Urban Brewery,Portland, OR
1081,Nonstop Hef Hop,American Pale Wheat Ale,16.0,Hopworks Urban Brewery,Portland, OR
1082,Nonstop Hef Hop,American Pale Wheat Ale,16.0,Hopworks Urban Brewery,Portland, OR
1083,Nonstop Hef Hop,American Pale Wheat Ale,16.0,Hopworks Urban Brewery,Portland, OR
1084,Nonstop Hef Hop,American Pale Wheat Ale,16.0,Hopworks Urban Brewery,Portland, OR
1085,Nonstop Hef Hop,American Pale Wheat Ale,16.0,Hopworks Urban Brewery,Portland, OR
1086,Rise Up Red,American Amber / Red Ale,16.0,Hopworks Urban Brewery,Portland, OR
1087,Survival Stout,American Stout,16.0,Hopworks Urban Brewery,Portland, OR
1088,Hopworks IPA,American IPA,16.0,Hopworks Urban Brewery,Portland, OR
1089,Abominable Winter Ale,American Strong Ale,16.0,Hopworks Urban Brewery,Portland, OR
1090,Pigwar White India Pale Ale,American White IPA,16.0,Hopworks Urban Brewery,Portland, OR
1091,Rise-Up Red (2014),American Amber / Red Ale,16.0,Hopworks Urban Brewery,Portland, OR
1092,Abominable Winter Ale (2012),American Strong Ale,16.0,Hopworks Urban Brewery,Portland, OR
1093,HUB Lager,Czech Pilsener,16.0,Hopworks Urban Brewery,Portland, OR
1094,Hopworks IPA (2012),American IPA,16.0,Hopworks Urban Brewery,Portland, OR
1095,Watermelon Wheat,American Pale Wheat Ale,12.0,Horny Goat Brew Pub,Milwaukee, WI
1096,Laka Laka Pineapple,Hefeweizen,12.0,Horny Goat Brew Pub,Milwaukee, WI
1097,Oktoberfest,Märzen / Oktoberfest,16.0,Horny Goat Brew Pub,Milwaukee, WI
1098,Trail Maker Pale Ale,American Pale Ale (APA),12.0,Howard Brewing Company,Lenoir, NC
