name,style,ounces,brewery_name,city,state
Better Half,India Pale Ale,12.0,Mikkeller,Pottstown,PA
SNO White Ale,Witbier,16.0,MillKing It Productions,Royal Oak,MI
BRIK Irish Red Ale,Others,16.0,MillKing It Productions,Royal Oak,MI
AXL Pale Ale,Pale Ale,16.0,MillKing It Productions,Royal Oak,MI
Hop Freak,Double / Imperial IPA,16.0,Milwaukee Brewing Company,Milwaukee,WI
Louie's Demise Amber Ale,Amber / Red Ale,16.0,Milwaukee Brewing Company,Milwaukee,WI
Hop Happy,India Pale Ale,16.0,Milwaukee Brewing Company,Milwaukee,WI
Booyah Farmhouse Ale,Others,16.0,Milwaukee Brewing Company,Milwaukee,WI
O-Gii,Witbier,16.0,Milwaukee Brewing Company,Milwaukee,WI
Flaming Damsel Lager (2010),Vienna,16.0,Milwaukee Brewing Company,Milwaukee,WI
Louie’s Demise Immort-Ale (2010),Amber / Red Ale,16.0,Milwaukee Brewing Company,Milwaukee,WI
Axe Head Malt Liquor,Others,24.0,Minhas Craft Brewery,Monroe,WI
Huber Bock (2014),Maibock / Pale Bock,16.0,Minhas Craft Brewery,Monroe,WI
Minhas Light (2012),Others,12.0,Minhas Craft Brewery,Monroe,WI
Huber,Others,12.0,Minhas Craft Brewery,Monroe,WI
Clear Creek Ice,Others,16.0,Minhas Craft Brewery,Monroe,WI
Clear Creek Ice,Others,12.0,Minhas Craft Brewery,Monroe,WI
Mountain Crest,Others,16.0,Minhas Craft Brewery,Monroe,WI
Mountain Crest,Others,12.0,Minhas Craft Brewery,Monroe,WI
Mountain Creek (2013),Others,12.0,Minhas Craft Brewery,Monroe,WI
Boxer,Others,24.0,Minhas Craft Brewery,Monroe,WI
Boxer Light,Others,12.0,Minhas Craft Brewery,Monroe,WI
Boxer Ice,Others,12.0,Minhas Craft Brewery,Monroe,WI
Boxer,Others,12.0,Minhas Craft Brewery,Monroe,WI
Cortez Gold,Pale Ale,32.0,Mission Brewery,San Diego,CA
Mission IPA,India Pale Ale,32.0,Mission Brewery,San Diego,CA
El Conquistador Extra Pale Ale,Pale Ale,32.0,Mission Brewery,San Diego,CA
Shipwrecked Double IPA,Double / Imperial IPA,32.0,Mission Brewery,San Diego,CA
Squeaky Bike Nut Brown Ale,Brown Ale,16.0,Moab Brewery,Moab,UT
Dead Horse Amber,Wheat Ale,16.0,Moab Brewery,Moab,UT
Rocket Bike American Lager,Others,16.0,Moab Brewery,Moab,UT
Johnny's American IPA,India Pale Ale,16.0,Moab Brewery,Moab,UT
Boneshaker Brown Ale,Brown Ale,24.0,Moat Mountain Smoke House & Brew...,North Conway,NH
Iron Mike Pale Ale,Pale Ale,24.0,Moat Mountain Smoke House & Brew...,North Conway,NH
Monkadelic,Pale Ale,12.0,Modern Monks Brewery,Lincoln,NE
City of the Sun,India Pale Ale,16.0,Modern Times Beer,San Diego,CA
Booming Rollers,India Pale Ale,16.0,Modern Times Beer,San Diego,CA
Oneida,Pale Ale,16.0,Modern Times Beer,San Diego,CA
Aurora ,Amber / Red Ale,16.0,Modern Times Beer,San Diego,CA
Lomaland,Others,16.0,Modern Times Beer,San Diego,CA
Fortunate Islands,Wheat Ale,16.0,Modern Times Beer,San Diego,CA
Black House,Others,16.0,Modern Times Beer,San Diego,CA
Blazing World,Amber / Red Ale,16.0,Modern Times Beer,San Diego,CA
Wapiti Amber Ale,Amber / Red Ale,12.0,Mogollon Brewing Company,Flagstaff,AZ
Sweet Georgia Brown,Brown Ale,16.0,Monkey Paw Pub & Brewery,San Diego,CA
Rich Man's IIPA,Double / Imperial IPA,16.0,Monkey Paw Pub & Brewery,San Diego,CA
Monkey Paw Oatmeal Pale Ale,Pale Ale,16.0,Monkey Paw Pub & Brewery,San Diego,CA
Montauk Summer Ale,Blonde Ale,12.0,Montauk Brewing Company,Montauk,NY
Driftwood Ale,British-Style Bitter,12.0,Montauk Brewing Company,Montauk,NY
When Helles Freezes Over,Others,12.0,Morgan Street Brewery,Saint Louis,MO
Morgan Street Oktoberfest,Others,12.0,Morgan Street Brewery,Saint Louis,MO
Honey Wheat,Wheat Ale,12.0,Morgan Street Brewery,Saint Louis,MO
Black Bear Dark Lager,Schwarzbier,12.0,Morgan Street Brewery,Saint Louis,MO
Golden Pilsner,Pilsner,12.0,Morgan Street Brewery,Saint Louis,MO
Cali Creamin',Cream Ale,12.0,Mother Earth Brew Company,Vista,CA
Second Wind Pale Ale,Pale Ale,12.0,Mother Earth Brewing Company,Kinston,NC
Sunny Haze,Hefeweizen,12.0,Mother Earth Brewing Company,Kinston,NC
Towhead,Blonde Ale,12.0,Mother's Brewing,Springfield,MO
Lil' Helper,India Pale Ale,12.0,Mother's Brewing,Springfield,MO
Train Wreck,Amber / Red Ale,16.0,Mountain Town Brewing Company ,Mount Pleasant,MI
Full Moon Belgian White Ale,Witbier,12.0,Mudshark Brewing Company,Lake Havasu City,AZ
Desert Magic IPA,India Pale Ale,12.0,Mudshark Brewing Company,Lake Havasu City,AZ
Up River Light,Others,12.0,Mudshark Brewing Company,Lake Havasu City,AZ
Full Moon Belgian White Ale (2007),Witbier,12.0,Mudshark Brewing Company,Lake Havasu City,AZ
Dry Heat Hefeweizen (2006),Hefeweizen,12.0,Mudshark Brewing Company,Lake Havasu City,AZ
Mustang Sixty-Six,Others,12.0,Mustang Brewing Company,Mustang,OK
Mustang '33,Others,12.0,Mustang Brewing Company,Mustang,OK
Session '33 (2011),Others,12.0,Mustang Brewing Company,Mustang,OK
Mustang Golden Ale,Blonde Ale,12.0,Mustang Brewing Company,Mustang,OK
Washita Wheat,Wheat Ale,12.0,Mustang Brewing Company,Mustang,OK
Gansett Light,Others,16.0,Narragansett Brewing Company,Providence,RI
Bohemian Pils,Pilsner,16.0,Narragansett Brewing Company,Providence,RI
Autocrat Coffee Milk Stout,Sweet Stout,16.0,Narragansett Brewing Company,Providence,RI
Narragansett Bohemian Pilsner,Pilsner,16.0,Narragansett Brewing Company,Providence,RI
Narragansett Summer Ale,Wheat Ale,12.0,Narragansett Brewing Company,Providence,RI
Narragansett Cream Ale,Cream Ale,16.0,Narragansett Brewing Company,Providence,RI
Narragansett Summer Ale,Wheat Ale,16.0,Narragansett Brewing Company,Providence,RI
Narragansett Porter,Porter,16.0,Narragansett Brewing Company,Providence,RI
Narragansett Bock,Maibock / Pale Bock,16.0,Narragansett Brewing Company,Providence,RI
Narragansett Fest Lager,Others,16.0,Narragansett Brewing Company,Providence,RI
Undun Blonde Ale,Blonde Ale,16.0,Natian Brewery,Portland,OR
CuDa Cascadian Dark Ale,Others,16.0,Natian Brewery,Portland,OR
Old Grogham Imperial India Pale Ale,Double / Imperial IPA,16.0,Natian Brewery,Portland,OR
Old Grogham Imperial India Pale Ale (2012),Double / Imperial IPA,16.0,Natian Brewery,Portland,OR
CuDa Cascadian Dark Ale (2012),Others,16.0,Natian Brewery,Portland,OR
Undun Blonde Ale (2012),Blonde Ale,16.0,Natian Brewery,Portland,OR
Wick For Brains,Others,12.0,Nebraska Brewing Company,Papillion,NE
Nebraska India Pale Ale,India Pale Ale,12.0,Nebraska Brewing Company,Papillion,NE
EOS Hefeweizen,Hefeweizen,12.0,Nebraska Brewing Company,Papillion,NE
Brunette Nut Brown Ale,Brown Ale,12.0,Nebraska Brewing Company,Papillion,NE
Cardinal Pale Ale,Pale Ale,12.0,Nebraska Brewing Company,Papillion,NE
County Line IPA,India Pale Ale,12.0,Neshaminy Creek Brewing Company,Croydon,PA
Trauger Pilsner,Pilsner,12.0,Neshaminy Creek Brewing Company,Croydon,PA
Slow Ride,India Pale Ale,12.0,New Belgium Brewing Company,Fort Collins,CO
Ranger IPA,India Pale Ale,12.0,New Belgium Brewing Company,Fort Collins,CO
Shift,Others,12.0,New Belgium Brewing Company,Fort Collins,CO
1554 Black Lager,Dark Lager,12.0,New Belgium Brewing Company,Fort Collins,CO
Blue Paddle,Pilsner,12.0,New Belgium Brewing Company,Fort Collins,CO
California Route,Others,12.0,New Belgium Brewing Company,Fort Collins,CO
Snapshot,Wheat Ale,16.0,New Belgium Brewing Company,Fort Collins,CO
Sunshine Wheat Beer,Wheat Ale,12.0,New Belgium Brewing Company,Fort Collins,CO
Fat Tire Amber Ale,Amber / Red Ale,12.0,New Belgium Brewing Company,Fort Collins,CO
Shift (1),Others,12.0,New Belgium Brewing Company,Fort Collins,CO
Fat Tire Amber Ale (2011),Amber / Red Ale,12.0,New Belgium Brewing Company,Fort Collins,CO
Shift,Others,16.0,New Belgium Brewing Company,Fort Collins,CO
Ranger IPA,India Pale Ale,16.0,New Belgium Brewing Company,Fort Collins,CO
Fat Tire Amber Ale,Amber / Red Ale,16.0,New Belgium Brewing Company,Fort Collins,CO
Ranger IPA (Current),India Pale Ale,12.0,New Belgium Brewing Company,Fort Collins,CO
Sunshine Wheat Beer (2009),Wheat Ale,12.0,New Belgium Brewing Company,Fort Collins,CO
Fat Tire Amber Ale (2008),Amber / Red Ale,12.0,New Belgium Brewing Company,Fort Collins,CO
Weiss Trash Culture,Others,12.0,New England Brewing Company,Woodbridge,CT
Sea Hag IPA,India Pale Ale,12.0,New England Brewing Company,Woodbridge,CT
Elm City Pilsner,Pilsner,12.0,New England Brewing Company,Woodbridge,CT
Atlantic Amber Ale (2004),Amber / Red Ale,12.0,New England Brewing Company,Woodbridge,CT
668 Neighbor of the Beast12 oz.,Pale Ale,12.0,New England Brewing Company,Woodbridge,CT
Gandhi-Bot Double IPA (12 oz.),Double / Imperial IPA,12.0,New England Brewing Company,Woodbridge,CT
668 Neighbor of the Beast (16 oz.) (2010),Pale Ale,16.0,New England Brewing Company,Woodbridge,CT
Gandhi-Bot Double IPA (16 oz.) (2010),Double / Imperial IPA,16.0,New England Brewing Company,Woodbridge,CT
Elm City Lager (2007),Pilsner,12.0,New England Brewing Company,Woodbridge,CT
Atlantic Amber Ale (2007),Amber / Red Ale,12.0,New England Brewing Company,Woodbridge,CT
Sea Hag IPA (Current),India Pale Ale,12.0,New England Brewing Company,Woodbridge,CT
Rebirth Pale Ale,Pale Ale,12.0,New Orleans Lager & Ale Brewing ...,New Orleans,LA
Irish Channel Stout,Others,16.0,New Orleans Lager & Ale Brewing ...,New Orleans,LA
MechaHopzilla,Double / Imperial IPA,16.0,New Orleans Lager & Ale Brewing ...,New Orleans,LA
Hopitoulas IPA,India Pale Ale,16.0,New Orleans Lager & Ale Brewing ...,New Orleans,LA
NOLA Brown Ale,Others,12.0,New Orleans Lager & Ale Brewing ...,New Orleans,LA
NOLA Blonde Ale,Blonde Ale,12.0,New Orleans Lager & Ale Brewing ...,New Orleans,LA
Skylight,Dunkel,12.0,New Republic Brewing Company,College Station,TX
Kadigan,Blonde Ale,12.0,New Republic Brewing Company,College Station,TX
Dammit Jim!,Amber / Red Ale,12.0,New Republic Brewing Company,College Station,TX
Nut Brown Ale,Brown Ale,12.0,New South Brewing Company,Myrtle Beach,SC
White Ale,Witbier,12.0,New South Brewing Company,Myrtle Beach,SC
Cream Ale,Cream Ale,12.0,Newburgh Brewing Company,Newburgh,NY
Green Head IPA,India Pale Ale,12.0,Newburyport Brewing Company,Newburyport,MA
Plum Island Belgian White,Witbier,12.0,Newburyport Brewing Company,Newburyport,MA
Newburyport Pale Ale,Pale Ale,12.0,Newburyport Brewing Company,Newburyport,MA
Marblehead,Amber / Red Ale,16.0,Night Shift Brewing,Everett,MA
Jam Session,Pale Ale,16.0,NoDa Brewing Company,Charlotte,NC
Hop Drop 'N Roll IPA,India Pale Ale,16.0,NoDa Brewing Company,Charlotte,NC
Paleo IPA,India Pale Ale,12.0,North Country Brewing Company,Slippery Rock,PA
Buck Snort Stout,Others,12.0,North Country Brewing Company,Slippery Rock,PA
Station 33 Firehouse Red,Others,12.0,North Country Brewing Company,Slippery Rock,PA
Slimy Pebble Pils,Pilsner,12.0,North Country Brewing Company,Slippery Rock,PA
Get Together,India Pale Ale,16.0,NorthGate Brewing ,Minneapolis,MN
Maggie's Leap,Sweet Stout,16.0,NorthGate Brewing ,Minneapolis,MN
Wall's End,Brown Ale,16.0,NorthGate Brewing ,Minneapolis,MN
Pumpion,Others,16.0,NorthGate Brewing ,Minneapolis,MN
Stronghold,Porter,16.0,NorthGate Brewing ,Minneapolis,MN
Parapet ESB,British-Style Bitter,16.0,NorthGate Brewing ,Minneapolis,MN
Blue Boots IPA,India Pale Ale,16.0,Northampton Brewery,Northamtpon,MA
Hoppy Bitch IPA,India Pale Ale,16.0,Northwest Brewing Company,Pacific,WA
Three Skulls Ale Pale Ale,Pale Ale,16.0,Northwest Brewing Company,Pacific,WA
Walter's Premium Pilsener Beer,Pilsner,12.0,Northwoods Brewpub,Eau Claire,WI
Floppin' Crappie,Wheat Ale,12.0,Northwoods Brewpub,Eau Claire,WI
Left of the Dial IPA,India Pale Ale,12.0,Notch Brewing Company,Ipswich,MA
Notch Session Pils,Pilsner,12.0,Notch Brewing Company,Ipswich,MA
O'Fallon Pumpkin Beer,Others,12.0,O'Fallon Brewery,O'Fallon,MO
5 Day IPA,India Pale Ale,12.0,O'Fallon Brewery,O'Fallon,MO
O'Fallon Wheach,Others,12.0,O'Fallon Brewery,O'Fallon,MO
Watershed IPA,India Pale Ale,12.0,Oakshire Brewing,Eugene,OR
Oakshire Amber Ale,Amber / Red Ale,12.0,Oakshire Brewing,Eugene,OR
Overcast Espresso Stout,Others,12.0,Oakshire Brewing,Eugene,OR
Watershed IPA (2013),India Pale Ale,12.0,Oakshire Brewing,Eugene,OR
Lake Monster,Porter,16.0,Oasis Texas Brewing Company,Austin,TX
London Homesick Ale,Others,12.0,Oasis Texas Brewing Company,Austin,TX
Luchesa Lager,Others,12.0,Oasis Texas Brewing Company,Austin,TX
Slow Ride,Pale Ale,12.0,Oasis Texas Brewing Company,Austin,TX
Occidental Hefeweizen,Wheat Ale,16.0,Occidental Brewing Company,Portland,OR
Occidental Dunkel,Dunkel,16.0,Occidental Brewing Company,Portland,OR
Occidental Altbier,Altbier,16.0,Occidental Brewing Company,Portland,OR
Occidental Kölsch,Others,16.0,Occidental Brewing Company,Portland,OR
Perpetual Darkness,Others,12.0,Odyssey Beerwerks,Arvada,CO
Clan Warrior,Scotch Ale / Wee Heavy,12.0,Odyssey Beerwerks,Arvada,CO
Psycho Penguin Vanilla Porter,Porter,12.0,Odyssey Beerwerks,Arvada,CO
Heliocentric Hefeweizen,Hefeweizen,12.0,Odyssey Beerwerks,Arvada,CO
Ghose Drifter Pale Ale,Pale Ale,12.0,Odyssey Beerwerks,Arvada,CO
Ghost Rider Pale Ale (2013),Pale Ale,12.0,Odyssey Beerwerks,Arvada,CO
Helios Hefeweizen (2013),Hefeweizen,12.0,Odyssey Beerwerks,Arvada,CO
The Hole in Hadrian's Wall,Scotch Ale / Wee Heavy,16.0,Okoboji Brewing Company,Spirit Lake,IA
33 Select Brown Ale,Brown Ale,16.0,Okoboji Brewing Company,Spirit Lake,IA
Midwest Charm Farmhouse Ale,Others,16.0,Okoboji Brewing Company,Spirit Lake,IA
Boji Blue Pale Ale,Pale Ale,16.0,Okoboji Brewing Company,Spirit Lake,IA
Winter Games Select #32 Stout,Others,16.0,Okoboji Brewing Company,Spirit Lake,IA
Boji Beach Golden Rye Ale,Others,16.0,Okoboji Brewing Company,Spirit Lake,IA
Hopsmith Pale Lager,Others,16.0,Old Forge Brewing Company,Danville,PA
Falling Down Brown Ale,Brown Ale,16.0,Old Forge Brewing Company,Danville,PA
Resolution Rye Stout,Others,16.0,Old Forge Brewing Company,Danville,PA
Plowshare Porter,Porter,16.0,Old Forge Brewing Company,Danville,PA
Old Forge Pumpkin Ale,Others,16.0,Old Forge Brewing Company,Danville,PA
Endless Sun Ale,Wheat Ale,16.0,Old Forge Brewing Company,Danville,PA
Celestial Blonde Ale,Blonde Ale,16.0,Old Forge Brewing Company,Danville,PA
Overbite IPA,India Pale Ale,16.0,Old Forge Brewing Company,Danville,PA
T-Rail Pale Ale,Pale Ale,16.0,Old Forge Brewing Company,Danville,PA
Endless Summer Ale (2011),Wheat Ale,16.0,Old Forge Brewing Company,Danville,PA
Clem's Gold,Others,16.0,Orlison Brewing Company,Airway Heights,WA
Lizzy's Red,Others,16.0,Orlison Brewing Company,Airway Heights,WA
Orlison India Pale Lager,Others,16.0,Orlison Brewing Company,Airway Heights,WA
Brünette,Dark Lager,16.0,Orlison Brewing Company,Airway Heights,WA
Havanüther,Others,16.0,Orlison Brewing Company,Airway Heights,WA
Lyric Ale,Others,12.0,Orpheus Brewing,Atlanta,GA
Atalanta,Others,12.0,Orpheus Brewing,Atlanta,GA
Pinner Throwback IPA,India Pale Ale,12.0,Oskar Blues Brewery,Longmont,CO
Centennial State Pale Ale,Pale Ale,19.2,Oskar Blues Brewery,Longmont,CO
Old Chub NITRO,Scotch Ale / Wee Heavy,16.0,Oskar Blues Brewery,Longmont,CO
Icey.P.A.,India Pale Ale,16.0,Oskar Blues Brewery,Longmont,CO
One Nut Brown,Brown Ale,12.0,Oskar Blues Brewery,Longmont,CO
Birth IPA,India Pale Ale,12.0,Oskar Blues Brewery,Longmont,CO
Dale's Pale Ale,Pale Ale,12.0,Oskar Blues Brewery,Longmont,CO
Dale's Pale Ale,Pale Ale,12.0,Oskar Blues Brewery,Longmont,CO
Mama's Little Yella Pils,Pilsner,19.2,Oskar Blues Brewery,Longmont,CO
oSKAr the G'Rauch,India Pale Ale,19.2,Oskar Blues Brewery,Longmont,CO
oSKAr the G'Rauch,India Pale Ale,16.0,Oskar Blues Brewery,Longmont,CO
Dale's Pale Ale,Pale Ale,19.2,Oskar Blues Brewery,Longmont,CO
The Deuce,Brown Ale,16.0,Oskar Blues Brewery,Longmont,CO
Dale's Pale Ale (10 Year Anniversary),Pale Ale,12.0,Oskar Blues Brewery,Longmont,CO
Dale's Pale Ale (2012),Pale Ale,12.0,Oskar Blues Brewery,Longmont,CO
Gordon Imperial Red (2010),Double / Imperial IPA,12.0,Oskar Blues Brewery,Longmont,CO
Dale's Pale Ale (2011),Pale Ale,12.0,Oskar Blues Brewery,Longmont,CO
Dale's Pale Ale (2010),Pale Ale,12.0,Oskar Blues Brewery,Longmont,CO
G'KNIGHT (16 oz.),Double / Imperial IPA,16.0,Oskar Blues Brewery,Longmont,CO
15th Anniversary Abbey Ale (2012),Old Ale,16.0,Oskar Blues Brewery,Longmont,CO
Chaka,Others,16.0,Oskar Blues Brewery,Longmont,CO
HGH (Home Grown Hops): Part Duh,Strong Ale,12.0,Oskar Blues Brewery,Longmont,CO
Deviant Dale's IPA,Double / Imperial IPA,16.0,Oskar Blues Brewery,Longmont,CO
One Hit Wonder,Double / Imperial IPA,12.0,Oskar Blues Brewery,Longmont,CO
G'KNIGHT (12 oz.),Double / Imperial IPA,12.0,Oskar Blues Brewery,Longmont,CO
Ten Fidy Imperial Stout,Imperial Stout,12.0,Oskar Blues Brewery,Longmont,CO
Mama's Little Yella Pils,Pilsner,12.0,Oskar Blues Brewery,Longmont,CO
GUBNA Imperial IPA,Double / Imperial IPA,12.0,Oskar Blues Brewery,Longmont,CO
Old Chub,Scotch Ale / Wee Heavy,12.0,Oskar Blues Brewery,Longmont,CO
Gordon Ale (2009),Double / Imperial IPA,12.0,Oskar Blues Brewery,Longmont,CO
Dale's Pale Ale,Pale Ale,12.0,Oskar Blues Brewery,Longmont,CO
Gordon (2005),Double / Imperial IPA,12.0,Oskar Blues Brewery,Lyons,CO
Ten Fidy Imperial Stout (2008),Imperial Stout,12.0,Oskar Blues Brewery,Lyons,CO
Ten Fidy Imperial Stout (2007),Imperial Stout,12.0,Oskar Blues Brewery,Lyons,CO
Old Chub (2008),Scotch Ale / Wee Heavy,12.0,Oskar Blues Brewery,Lyons,CO
Old Chub (2004),Scotch Ale / Wee Heavy,12.0,Oskar Blues Brewery,Lyons,CO
Old Chub (2003),Scotch Ale / Wee Heavy,12.0,Oskar Blues Brewery,Lyons,CO
Dale's Pale Ale (2008),Pale Ale,12.0,Oskar Blues Brewery,Lyons,CO
Dale's Pale Ale (2006),Pale Ale,12.0,Oskar Blues Brewery,Lyons,CO
Dale's Pale Ale (2004),Pale Ale,12.0,Oskar Blues Brewery,Lyons,CO
Dale's Pale Ale (2003),Pale Ale,12.0,Oskar Blues Brewery,Lyons,CO
Dale's Pale Ale (2002),Pale Ale,12.0,Oskar Blues Brewery,Lyons,CO
Leroy (2005),Brown Ale,12.0,Oskar Blues Brewery,Lyons,CO
Gordon Beer (2006),Double / Imperial IPA,12.0,Oskar Blues Brewery,Lyons,CO
G'KNIGHT,Double / Imperial IPA,12.0,Oskar Blues Brewery (North Carol...,Brevard,NC
Ten Fidy,Imperial Stout,12.0,Oskar Blues Brewery (North Carol...,Brevard,NC
Deviant Dale's IPA,Double / Imperial IPA,16.0,Oskar Blues Brewery (North Carol...,Brevard,NC
Old Chub,Scotch Ale / Wee Heavy,12.0,Oskar Blues Brewery (North Carol...,Brevard,NC
Dale's Pale Ale,Pale Ale,19.2,Oskar Blues Brewery (North Carol...,Brevard,NC
Dale's Pale Ale,Pale Ale,12.0,Oskar Blues Brewery (North Carol...,Brevard,NC
Fresh Slice White IPA,Others,12.0,Otter Creek Brewing,Middlebury,VT
Overgrown American Pale Ale,Pale Ale,12.0,Otter Creek Brewing,Waterbury,VT
Ozark American Pale Ale,Pale Ale,12.0,Ozark Beer Company,Rogers,AR
Hula Hoppie Session IPA,India Pale Ale,12.0,Palisade Brewing Company,Palisade,CO
Dirty Hippie Dark Wheat,Others,12.0,Palisade Brewing Company,Palisade,CO
Rustic Red,Others,16.0,Pateros Creek Brewing Company,Fort Collins,CO
Stimulator Pale Ale,Pale Ale,16.0,Pateros Creek Brewing Company,Fort Collins,CO
Old Town Ale,Others,16.0,Pateros Creek Brewing Company,Fort Collins,CO
Car 21,Others,16.0,Pateros Creek Brewing Company,Fort Collins,CO
Cache La Porter,Porter,16.0,Pateros Creek Brewing Company,Fort Collins,CO
Rodeo Rye Pale Ale,Pale Ale,12.0,Payette Brewing Company,Garden City,ID
Outlaw IPA,India Pale Ale,12.0,Payette Brewing Company,Garden City,ID
North Fork Lager,Others,12.0,Payette Brewing Company,Garden City,ID
Payette Pale Ale,Pale Ale,12.0,Payette Brewing Company,Garden City,ID
Mutton Buster,Brown Ale,12.0,Payette Brewing Company,Garden City,ID
Side Kick Kölsch,Others,12.0,Peace Tree Brewing Company,Knoxville,IA
Fresh Cut Pilsner,Pilsner,12.0,Peak Organic Brewing Company,Portland,ME
Summer Session Ale,Wheat Ale,12.0,Peak Organic Brewing Company,Portland,ME
Lobo Lito,Others,12.0,Pedernales Brewing Company,Fredericksburg,TX
Robert Earl Keen Honey Pils,Pilsner,12.0,Pedernales Brewing Company,Fredericksburg,TX
Mound Builder IPA,India Pale Ale,12.0,People's Brewing Company,Lafayette,IN
Amazon Princess IPA,India Pale Ale,12.0,People's Brewing Company,Lafayette,IN
Farmer's Daughter Wheat,Wheat Ale,12.0,People's Brewing Company,Lafayette,IN
People's Pilsner,Pilsner,12.0,People's Brewing Company,Lafayette,IN
Hotbox Brown,Brown Ale,12.0,Perrin Brewing Company,Comstock Park,MI
Gold,Blonde Ale,12.0,Perrin Brewing Company,Comstock Park,MI
Black,Others,12.0,Perrin Brewing Company,Comstock Park,MI
98 Problems (Cuz A Hop Ain't One),India Pale Ale,12.0,Perrin Brewing Company,Comstock Park,MI
Veteran’s Pale Ale (VPA),Pale Ale,12.0,Perrin Brewing Company,Comstock Park,MI
Grapefruit IPA,India Pale Ale,12.0,Perrin Brewing Company,Comstock Park,MI
Pete's ESP Lager (1998),Others,12.0,Pete's Brewing Company,San Antonio,TX
Pete's Wicked Summer Brew (1995),Wheat Ale,12.0,Pete's Brewing Company,San Antonio,TX
Pete's Wicked Bohemian Pilsner (1997),Pilsner,12.0,Pete's Brewing Company,San Antonio,TX
Pete's Wicked Pale Ale (1997),Pale Ale,12.0,Pete's Brewing Company,San Antonio,TX
Pete's Wicked Summer Brew (2002),Wheat Ale,12.0,Pete's Brewing Company,San Antonio,TX
Pete's Wicked Summer Brew (1997),Wheat Ale,12.0,Pete's Brewing Company,San Antonio,TX
Pete's Wicked Summer Brew (1996),Wheat Ale,12.0,Pete's Brewing Company,San Antonio,TX
Sparkle,Others,16.0,Petoskey Brewing,Petoskey,MI
North 45 Amber Ale,Amber / Red Ale,16.0,Petoskey Brewing,Petoskey,MI
Horny Monk,Others,16.0,Petoskey Brewing,Petoskey,MI
Mind's Eye PA,India Pale Ale,16.0,Petoskey Brewing,Petoskey,MI
Camelback,India Pale Ale,12.0,Phoenix Ale Brewery,Phoenix,AZ
Local 5 Pale Ale,Pale Ale,16.0,Pikes Peak Brewing Company,Monument,CO
Devils Head Red Ale,Amber / Red Ale,16.0,Pikes Peak Brewing Company,Monument,CO
Elephant Rock IPA,India Pale Ale,12.0,Pikes Peak Brewing Company,Monument,CO
Black Bay Milk Stout,Sweet Stout,12.0,Pine Street Brewery,San Francisco,CA
Atom Splitter Pale Ale,Pale Ale,12.0,Pine Street Brewery,San Francisco,CA
Hot Date Ale,Others,16.0,Piney River Brewing Company,Bucryus,MO
Masked Bandit IPA,Others,16.0,Piney River Brewing Company,Bucryus,MO
Sweet Potato Ale,Others,16.0,Piney River Brewing Company,Bucryus,MO
Float Trip Ale,Blonde Ale,16.0,Piney River Brewing Company,Bucryus,MO
Old Tom Porter,Porter,16.0,Piney River Brewing Company,Bucryus,MO
Black Walnut Wheat,Others,16.0,Piney River Brewing Company,Bucryus,MO
McKinney Eddy Amber Ale,Amber / Red Ale,16.0,Piney River Brewing Company,Bucryus,MO
Missouri Mule India Pale Ale,India Pale Ale,16.0,Piney River Brewing Company,Bucryus,MO
Blood of the Unicorn,Amber / Red Ale,16.0,Pipeworks Brewing Company,Chicago,IL
GreyBeard™ IPA,India Pale Ale,12.0,Pisgah Brewing Company,Black Mountain,NC
Pisgah Pale Ale,Pale Ale,12.0,Pisgah Brewing Company,Black Mountain,NC
PONTO S.I.P.A.,India Pale Ale,16.0,Pizza Port Brewing Company,Carlsbad,CA
Chronic Ale,Amber / Red Ale,16.0,Pizza Port Brewing Company,Carlsbad,CA
Swami's India Pale Ale,India Pale Ale,16.0,Pizza Port Brewing Company,Carlsbad,CA
New Cleveland Palesner,Pilsner,12.0,Platform Beer Company,Cleveland,OH
Mazzie,Pale Ale,12.0,Pollyanna Brewing Company,Lemont,IL
Big Chuck Barleywine,Others,12.0,Portside Brewery,Cleveland,OH
Ponderosa IPA,India Pale Ale,12.0,Prescott Brewing Company,Prescott,AZ
Liquid Amber Ale,Amber / Red Ale,12.0,Prescott Brewing Company,Prescott,AZ
Morning Wood Wheat (Current),Wheat Ale,12.0,Pug Ryan's Brewery,Dillon,CO
Hideout Helles,Others,12.0,Pug Ryan's Brewery,Dillon,CO
Dead Eye Dunkel,Dunkel,12.0,Pug Ryan's Brewery,Dillon,CO
Peacemaker Pilsner,Pilsner,12.0,Pug Ryan's Brewery,Dillon,CO
Over the Rail Pale Ale,Pale Ale,12.0,Pug Ryan's Brewery,Dillon,CO
Pallavicini Pilsner (2009),Pilsner,12.0,Pug Ryan's Brewery,Dillon,CO
Morning Wood Wheat (Current),Wheat Ale,12.0,Pug Ryan's Brewery,Dillon,CO
Pyramid Hefeweizen (2011),Hefeweizen,12.0,Pyramid Breweries,Seattle,WA
Haywire Hefeweizen (2010),Hefeweizen,16.0,Pyramid Breweries,Seattle,WA
Golden Fleece,Pale Ale,12.0,Quest Brewing Company,Greenville,SC
Smoking Mirror,Porter,12.0,Quest Brewing Company,Greenville,SC
Rahr's Blonde,Others,12.0,Rahr & Sons Brewing Company,Fort Worth,TX
Pride of Texas Pale Ale,Pale Ale,12.0,Rahr & Sons Brewing Company,Fort Worth,TX
