id,name,style,brewery_id,ounces,brewery_id,brewery_name,city,state
970,"Des Moines IPA","American IPA",482,16,482,"Confluence Brewing Company","Des Moines"," IA"
971,"Phat Chance","American Blonde Ale",361,12,361,"Wild Onion Brewing Company","Lake Barrington"," IL"
972,"Rude Parrot IPA","American IPA",481,16,481,"7 Seas Brewing Company","Gig Harbor"," WA"
973,"Face Down Brown Ale","American Brown Ale",480,12,480,"Telluride Brewing Company",Telluride," CO"
974,"WYLD Extra Pale Ale","American Pale Ale (APA)",159,12,159,"Uinta Brewing Company","Salt Lake City"," UT"
975,"Shipyard Summer Ale","American Pale Wheat Ale",385,12,385,"Shipyard Brewing Company",Portland," ME"
976,"Marooned On Hog Island","American Stout",368,12,368,"21st Amendment Brewery","San Francisco"," CA"
977,"Orignal Blend",Cider,446,12,446,"Downeast Cider House",Leominster," MA"
978,"Old Red Beard Amber Ale","American Amber / Red Ale",374,12,374,"Astoria Brewing Company",Astoria," OR"
979,"Poop Deck Porter","American Porter",374,12,374,"Astoria Brewing Company",Astoria," OR"
980,"Bitter Bitch Imperial IPA","American Double / Imperial IPA",374,12,374,"Astoria Brewing Company",Astoria," OR"
981,"Barstool American Golden Ale","American Blonde Ale",279,12,279,"Foolproof Brewing Company",Pawtucket," RI"
982,"Raincloud Robust Porter","American Porter",279,12,279,"Foolproof Brewing Company",Pawtucket," RI"
983,"Backyahd IPA","American IPA",279,12,279,"Foolproof Brewing Company",Pawtucket," RI"
984,"Leaning Chimney Smoked Porter","American Porter",379,16,379,"Grey Sail Brewing of Rhode Island",Westerly," RI"
985,"Bark Bite IPA","American IPA",444,16,444,"Big Wood Brewery","Vadnais Heights"," MN"
986,"Morning Wood","Oatmeal Stout",444,16,444,"Big Wood Brewery","Vadnais Heights"," MN"
988,"Davy Jones Lager","Cream Ale",479,12,479,"Heavy Seas Beer",Halethorpe," MD"
989,AARGHtoberfest!,"Märzen / Oktoberfest",479,12,479,"Heavy Seas Beer",Halethorpe," MD"
990,"Loose Cannon","American IPA",479,12,479,"Heavy Seas Beer",Halethorpe," MD"
991,"Get Up Offa That Brown","American Brown Ale",240,16,240,"Golden Road Brewing","Los Angeles"," CA"
992,"oSKAr the G'Rauch","American IPA",166,16,166,"Oskar Blues Brewery",Longmont," CO"
993,"oSKAr the G'Rauch","American IPA",166,19.2,166,"Oskar Blues Brewery",Longmont," CO"
994,"Abominable Ale","English Strong Ale",460,12,460,"Fremont Brewing Company",Seattle," WA"
995,Winterfest,"American Strong Ale",309,16,309,"Sockeye Brewing Company",Boise," ID"
996,"Demshitz Brown Ale","American Brown Ale",107,12,107,"Bonfire Brewing Company",Eagle," CO"
997,"Awry Rye Pale Ale","American Pale Ale (APA)",107,12,107,"Bonfire Brewing Company",Eagle," CO"
998,"Tent Pole Vanilla Porter","American Porter",107,16,107,"Bonfire Brewing Company",Eagle," CO"
999,"Watershed IPA (2013)","American IPA",150,12,150,"Oakshire Brewing",Eugene," OR"
1000,"Good People Pale Ale","American Pale Ale (APA)",478,12,478,"Good People Brewing Company",Birmingham," AL"
1001,"413 Farmhouse Ale","Saison / Farmhouse Ale",477,12,477,"Big Elm Brewing",Sheffield," MA"
1002,"Gerry Dog Stout","American Stout",477,12,477,"Big Elm Brewing",Sheffield," MA"
1003,"Big Elm IPA","American IPA",477,12,477,"Big Elm Brewing",Sheffield," MA"
1004,"The One They Call Zoe","American Pale Lager",395,12,395,"Hops & Grain Brewery",Austin," TX"
1005,"5:00 O'Clock Afternoon Ale","American Blonde Ale",110,16,110,"Renegade Brewing Company",Denver," CO"
1006,"Elevation Triple India Pale Ale","American Double / Imperial IPA",110,12,110,"Renegade Brewing Company",Denver," CO"
1008,"Macon History Ale","American Brown Ale",400,12,400,"Macon Beer Company",Macon," GA"
1009,"Tallgrass Pub Ale","American Brown Ale",45,16,45,"Tallgrass Brewing Company",Manhattan," KS"
1010,"Old Potentate","Old Ale",118,12,118,"Southern Star Brewing Company",Conroe," TX"
1011,"Red Cockaded Ale (2013)","American Double / Imperial IPA",118,12,118,"Southern Star Brewing Company",Conroe," TX"
1012,"467 Ethan's Stout","American Stout",380,12,380,"Blue Blood Brewing Company",Lincoln," NE"
1013,"Hibernal Vinifera Stout","Foreign / Export Stout",264,12,264,"Ska Brewing Company",Durango," CO"
1014,"Pumpkin Patch Ale (2012)","Pumpkin Ale",369,16,369,"Eddyline Brewery & Restaurant","Buena Vista"," CO"
1015,"Hangar 24 Helles Lager","Munich Helles Lager",476,12,476,"Hangar 24 Craft Brewery",Redlands," CA"
1016,"Orange Wheat","Fruit / Vegetable Beer",476,12,476,"Hangar 24 Craft Brewery",Redlands," CA"
1017,"Ethos IPA","American IPA",45,16,45,"Tallgrass Brewing Company",Manhattan," KS"
1018,"Sculpin IPA","American IPA",34,12,34,"Ballast Point Brewing Company","San Diego"," CA"
1019,"Longfin Lager","Munich Helles Lager",34,12,34,"Ballast Point Brewing Company","San Diego"," CA"
1020,3Beans,"Baltic Porter",46,12,46,"Sixpoint Craft Ales",Brooklyn," NY"
1021,"Watership Brown Ale","American Brown Ale",475,12,475,"Red Hare Brewing Company",Marietta," GA"
1022,"Quaff India Style Session Ale","American IPA",201,16,201,"Fearless Brewing Company",Estacada," OR"
1023,"Mistress Winter Wheat","Winter Warmer",107,12,107,"Bonfire Brewing Company",Eagle," CO"
1024,"Fireside Chat","Winter Warmer",368,12,368,"21st Amendment Brewery","San Francisco"," CA"
1025,"N Street Drive-In 50th Anniversary IPA","American Double / Imperial IPA",380,12,380,"Blue Blood Brewing Company",Lincoln," NE"
1026,"Preservation IPA","American IPA",474,16,474,"Tonka Beer Company",Minnetonka," MN"
1027,"Big Island Shandy",Shandy,474,16,474,"Tonka Beer Company",Minnetonka," MN"
1028,"Aaah Bock Lager","Vienna Lager",365,16,365,"Great River Brewery",Davenport," IA"
1029,"Wachusett Light IPA (2013)","American IPA",295,12,295,"Wachusett Brewing Company",Westminster," MA"
1030,"Country Pale Ale","English Pale Ale",295,12,295,"Wachusett Brewing Company",Westminster," MA"
1031,"Plow Horse Belgian Style Imperial Stout","American Double / Imperial Stout",10,16,10,"Brewery Vivant","Grand Rapids"," MI"
1033,"Hubris Quadrupel Anniversary Ale","Quadrupel (Quad)",10,16,10,"Brewery Vivant","Grand Rapids"," MI"
1034,"Cabrillo Kölsch",Kölsch,240,16,240,"Golden Road Brewing","Los Angeles"," CA"
1035,"Rocky Mountain Oyster Stout","American Stout",424,12,424,"Wynkoop Brewing Company",Denver," CO"
1036,"Lower De Boom","American Barleywine",368,8.4,368,"21st Amendment Brewery","San Francisco"," CA"
1037,"Bronx Pale Ale","American Pale Ale (APA)",329,16,329,"The Bronx Brewery",Bronx," NY"
1038,"Wachusett Summer","American Pale Wheat Ale",295,12,295,"Wachusett Brewing Company",Westminster," MA"
1039,Underachiever,"American Adjunct Lager",473,16,473,"Engine House 9",Tacoma," WA"
1040,"Hobnob B & B Pale Ale","American Pale Ale (APA)",74,12,74,"Two Brothers Brewing Company",Warrenville," IL"
1041,Testudo,"Bière de Garde",74,12,74,"Two Brothers Brewing Company",Warrenville," IL"
1042,"Atom Smasher","Märzen / Oktoberfest",74,12,74,"Two Brothers Brewing Company",Warrenville," IL"
1043,"North Fork Lager","American Pale Lager",307,12,307,"Payette Brewing Company","Garden City"," ID"
1044,"Big Red Coq","American Amber / Red Ale",10,16,10,"Brewery Vivant","Grand Rapids"," MI"
1045,"Wynkoop Pumpkin Ale","Pumpkin Ale",424,12,424,"Wynkoop Brewing Company",Denver," CO"
1046,"Golden Pilsner","German Pilsener",326,12,326,"Morgan Street Brewery","Saint Louis"," MO"
1047,"Back in the Saddle Rye Pale Ale","American Pale Ale (APA)",448,12,448,"Mavericks Beer Company","Half Moon Bay"," CA"
1048,"Outlaw IPA","American IPA",307,12,307,"Payette Brewing Company","Garden City"," ID"
1049,"Bourbon Barrel Johan","English Barleywine",25,16,25,"Sun King Brewing Company",Indianapolis," IN"
1050,"The Lawn Ranger","Cream Ale",29,16,29,"Cedar Creek Brewery","Seven Points"," TX"
1051,"Black Bear Dark Lager",Schwarzbier,326,12,326,"Morgan Street Brewery","Saint Louis"," MO"
1052,"Honey Wheat","American Pale Wheat Ale",326,12,326,"Morgan Street Brewery","Saint Louis"," MO"
1053,"Pete's Wicked Summer Brew (1996)","American Pale Wheat Ale",470,12,470,"Pete's Brewing Company","San Antonio"," TX"
1054,"Pete's Wicked Summer Brew (1997)","American Pale Wheat Ale",470,12,470,"Pete's Brewing Company","San Antonio"," TX"
1055,"Pete's Wicked Summer Brew (2002)","American Pale Wheat Ale",470,12,470,"Pete's Brewing Company","San Antonio"," TX"
1056,"Pete's Wicked Pale Ale (1997)","American Pale Ale (APA)",470,12,470,"Pete's Brewing Company","San Antonio"," TX"
1057,"South Ridge Amber Ale","American Amber / Red Ale",472,16,472,"Crystal Springs Brewing Company",Boulder," CO"
1058,"33 Select Brown Ale","American Brown Ale",471,16,471,"Okoboji Brewing Company","Spirit Lake"," IA"
1059,"The Hole in Hadrian's Wall","Scottish Ale",471,16,471,"Okoboji Brewing Company","Spirit Lake"," IA"
1060,"Pete's Wicked Bohemian Pilsner (1997)","Czech Pilsener",470,12,470,"Pete's Brewing Company","San Antonio"," TX"
1061,"Pete's Wicked Summer Brew (1995)","American Pale Wheat Ale",470,12,470,"Pete's Brewing Company","San Antonio"," TX"
1062,"Pete's ESP Lager (1998)","American Pale Lager",470,12,470,"Pete's Brewing Company","San Antonio"," TX"
1063,"Vanilla Bean Buffalo Sweat","Oatmeal Stout",45,16,45,"Tallgrass Brewing Company",Manhattan," KS"
1064,"Owney Irish Style Red Ale","Irish Red Ale",365,16,365,"Great River Brewery",Davenport," IA"
1065,"Dale's Pale Ale","American Pale Ale (APA)",389,12,389,"Oskar Blues Brewery (North Carol...",Brevard," NC"
1066,"Akari Shogun American Wheat Ale","American Pale Wheat Ale",327,16,327,"Half Acre Beer Company",Chicago," IL"
1067,"Disconnected Red","American Amber / Red Ale",220,16,220,"Big Choice Brewing",Broomfield," CO"
1068,"Barn Burner Saison","Saison / Farmhouse Ale",125,12,125,"Karbach Brewing Company",Houston," TX"
1069,"West Sixth Amber Ale","American Amber / Red Ale",100,12,100,"West Sixth Brewing",Lexington," KY"
1070,"Longboard Island Lager","American Amber / Red Lager",439,12,439,"Kona Brewing Company",Kona," HI"
1071,"Hop Shock IPA","American IPA",30,12,30,"SanTan Brewing Company",Chandler," AZ"
1072,"SanTan HefeWeizen",Hefeweizen,30,12,30,"SanTan Brewing Company",Chandler," AZ"
1073,"Epicenter Amber Ale","American Amber / Red Ale",30,12,30,"SanTan Brewing Company",Chandler," AZ"
1075,"Stout Ol' Friend (2012)","American Stout",386,16,386,"Revolution Brewing",Paonia," CO"
1076,"Power House Porter","American Porter",309,12,309,"Sockeye Brewing Company",Boise," ID"
1077,"Schlafly American Brown Ale","American Brown Ale",428,12,428,"Schlafly Brewing Company","Saint Louis"," MO"
1078,"Schlafly IPA","American IPA",428,12,428,"Schlafly Brewing Company","Saint Louis"," MO"
1079,Ozzy,"Belgian Pale Ale",262,12,262,"The Brewer's Art",Baltimore," MD"
1080,"Hop Happy","American IPA",284,16,284,"Milwaukee Brewing Company",Milwaukee," WI"
1081,"Occidental Kölsch",Kölsch,200,16,200,"Occidental Brewing Company",Portland," OR"
1082,RecreationAle,"American Pale Ale (APA)",469,12,469,"Terrapin Brewing Company",Athens," GA"
1085,"Rise-Up Red (2014)","American Amber / Red Ale",80,16,80,"Hopworks Urban Brewery",Portland," OR"
1086,"Four Squared (2015)","American Blonde Ale",128,12,128,"Real Ale Brewing Company",Blanco," TX"
1087,"Side Kick Kölsch",Kölsch,468,12,468,"Peace Tree Brewing Company",Knoxville," IA"
1088,"Cutthroat Pale Ale","American Pale Ale (APA)",159,12,159,"Uinta Brewing Company","Salt Lake City"," UT"
1089,"Hop Notch IPA (2013)","American IPA",159,12,159,"Uinta Brewing Company","Salt Lake City"," UT"
1090,"Double Bag",Altbier,268,16,268,"Long Trail Brewing Company","Bridgewater Corners"," VT"
1091,"Hans' Pils (2015)","German Pilsener",128,12,128,"Real Ale Brewing Company",Blanco," TX"
1092,"Penn Quarter Porter","American Porter",227,12,227,"DC Brau Brewing Company",Washington," DC"
1093,"Narragansett Summer Ale","American Pale Wheat Ale",143,12,143,"Narragansett Brewing Company",Providence," RI"
1094,"Grey Lady",Witbier,145,12,145,"Cisco Brewers",Nantucket," MA"
1095,"Orange Grove Wheat Ale","American Pale Wheat Ale",467,12,467,"Brindle Dog Brewing Company","Tampa Bay"," FL"
1096,"Tampa Pale Ale","American Pale Ale (APA)",467,12,467,"Brindle Dog Brewing Company","Tampa Bay"," FL"
1097,"Organic Baba Black Lager",Schwarzbier,159,12,159,"Uinta Brewing Company","Salt Lake City"," UT"
1098,"Hala Kahiki Pineapple Beer","Fruit / Vegetable Beer",43,12,43,"Rivertowne Brewing Company",Export," PA"
1099,"Old Wylie's IPA","American IPA",43,12,43,"Rivertowne Brewing Company",Export," PA"
1100,"RT Lager","American Amber / Red Lager",43,12,43,"Rivertowne Brewing Company",Export," PA"
1101,"Grateful White",Witbier,43,12,43,"Rivertowne Brewing Company",Export," PA"
1102,"Maxwell's Scottish Ale","Scottish Ale",43,12,43,"Rivertowne Brewing Company",Export," PA"
1103,"Babbling Blonde","American Blonde Ale",43,12,43,"Rivertowne Brewing Company",Export," PA"
1104,"Rusty Nail Pale Ale","American Pale Ale (APA)",169,12,169,"Crooked Fence Brewing Company","Garden City"," ID"
1105,"3 Picket Porter","American Porter",169,12,169,"Crooked Fence Brewing Company","Garden City"," ID"
1106,"Pablo Beach Pale Ale","American Pale Ale (APA)",466,12,466,"Green Room Brewing",Jacksonville," FL"
1107,"Nut Sack Imperial Brown Ale","American Brown Ale",465,12,465,"Engine 15 Brewing","Jacksonville Beach"," FL"
1108,"Sweet As Pacific Ale","American Pale Wheat Ale",464,12,464,"Good Life Brewing Company",Bend," OR"
1109,"Descender IPA","American IPA",464,12,464,"Good Life Brewing Company",Bend," OR"
1110,"River Runners Pale Ale","American Pale Ale (APA)",369,16,369,"Eddyline Brewery & Restaurant","Buena Vista"," CO"
1111,"Heady Topper","American Double / Imperial IPA",272,16,272,"The Alchemist",Waterbury," VT"
1112,"Overrated! West Coast Style IPA","American IPA",61,16,61,"Surly Brewing Company","Brooklyn Center"," MN"
1113,"Elder Betty",Hefeweizen,303,12,303,"Magic Hat Brewing Company","South Burlington"," VT"
1114,MechaHopzilla,"American Double / Imperial IPA",174,16,174,"New Orleans Lager & Ale Brewing ...","New Orleans"," LA"
1115,"Shenanigans Summer Ale","American Pale Wheat Ale",277,12,277,"Indeed Brewing Company",Minneapolis," MN"
1116,"Fremont Organic Pale Ale","American Pale Ale (APA)",460,12,460,"Fremont Brewing Company",Seattle," WA"
1117,"Devil's Harvest Extra Pale Ale","American Pale Ale (APA)",133,16,133,"Southern Prohibition Brewing Com...",Hattiesburg," MS"
1118,"Suzy B Dirty Blonde Ale","American Blonde Ale",133,16,133,"Southern Prohibition Brewing Com...",Hattiesburg," MS"
1120,"Hipster Breakfast","Oatmeal Stout",133,16,133,"Southern Prohibition Brewing Com...",Hattiesburg," MS"
1121,"Sidekick Extra Pale Ale","American Pale Ale (APA)",74,12,74,"Two Brothers Brewing Company",Warrenville," IL"
1122,"Ride Again Pale Ale","American Pale Ale (APA)",456,16,456,"Lucette Brewing Company",Menominie," WI"
1123,"Helles Golden Lager","Munich Helles Lager",371,12,371,"Sly Fox Brewing Company",Pottstown," PA"
1124,"Happy Amber","American Amber / Red Ale",91,12,91,"Madtree Brewing Company",Cincinnati," OH"
1125,"Gnarly Brown","American Brown Ale",91,12,91,"Madtree Brewing Company",Cincinnati," OH"
1126,Psychopathy,"American IPA",91,12,91,"Madtree Brewing Company",Cincinnati," OH"
1127,"Bourbon Barrel Wee Mac","Scottish Ale",25,16,25,"Sun King Brewing Company",Indianapolis," IN"
1128,"Ring of Dingle","Irish Dry Stout",25,16,25,"Sun King Brewing Company",Indianapolis," IN"
1129,"Occidental Altbier",Altbier,200,16,200,"Occidental Brewing Company",Portland," OR"
1130,"Occidental Dunkel",Dunkelweizen,200,16,200,"Occidental Brewing Company",Portland," OR"
1131,"Back East Ale","American Amber / Red Ale",235,12,235,"Back East Brewing Company",Bloomfield," CT"
1132,"Misty Mountain IPA","American IPA",235,12,235,"Back East Brewing Company",Bloomfield," CT"
1133,"A Little Crazy","Belgian Pale Ale",44,12,44,"Revolution Brewing Company",Chicago," IL"
1134,"Pony Pilsner","German Pilsener",327,16,327,"Half Acre Beer Company",Chicago," IL"
1135,"Our Legacy IPA","American IPA",299,16,299,"Matt Brewing Company",Utica," NY"
1136,"Tart Side of the Moon","Belgian Dark Ale",10,16,10,"Brewery Vivant","Grand Rapids"," MI"
1137,"Pre Flight Pilsner","American Pilsner",367,16,367,"Airways Brewing Company",Kent," WA"
1138,"Maduro Brown Ale","English Brown Ale",141,12,141,"Cigar City Brewing Company",Tampa," FL"
1139,"Invasion Pale Ale","American Pale Ale (APA)",141,12,141,"Cigar City Brewing Company",Tampa," FL"
1140,"José Martí American Porter","American Porter",141,12,141,"Cigar City Brewing Company",Tampa," FL"
1141,"Jai Alai IPA Aged on White Oak","American IPA",141,12,141,"Cigar City Brewing Company",Tampa," FL"
1142,"Humidor Series India Pale Ale","American IPA",141,12,141,"Cigar City Brewing Company",Tampa," FL"
1143,"Boston Lager","Vienna Lager",300,12,300,"Boston Beer Company",Boston," MA"
1144,"Samuel Adams Summer Ale","American Pale Wheat Ale",300,12,300,"Boston Beer Company",Boston," MA"
1145,"Cardinal Pale Ale","American Pale Ale (APA)",337,12,337,"Nebraska Brewing Company",Papillion," NE"
1146,"Brunette Nut Brown Ale","English Brown Ale",337,12,337,"Nebraska Brewing Company",Papillion," NE"
1147,"EOS Hefeweizen",Hefeweizen,337,12,337,"Nebraska Brewing Company",Papillion," NE"
1148,"Nebraska India Pale Ale","American IPA",337,12,337,"Nebraska Brewing Company",Papillion," NE"
1149,"Kentucky IPA","American IPA",388,16,388,"Alltech's Lexington Brewing Company",Lexington," KY"
1150,"Woolybugger Wheat","American Pale Wheat Ale",309,12,309,"Sockeye Brewing Company",Boise," ID"
1151,"Hell-Diver Pale Ale","American Pale Ale (APA)",309,12,309,"Sockeye Brewing Company",Boise," ID"
1152,"Galena Golden","American Blonde Ale",309,12,309,"Sockeye Brewing Company",Boise," ID"
1153,"Lumberyard Pilsner","American Pilsner",158,12,158,"Lumberyard Brewing Company",Flagstaff," AZ"
1154,"Terlingua Gold","American Blonde Ale",463,12,463,"Big Bend Brewing Company",Alpine," TX"
1155,"Big Bend Hefeweizen",Hefeweizen,463,12,463,"Big Bend Brewing Company",Alpine," TX"
1156,"Number 22 Porter","American Porter",463,12,463,"Big Bend Brewing Company",Alpine," TX"
1157,"Tejas Lager","Czech Pilsener",463,12,463,"Big Bend Brewing Company",Alpine," TX"
1158,"La Frontera Premium IPA","American IPA",463,12,463,"Big Bend Brewing Company",Alpine," TX"
1159,"Mother Ale","American Blonde Ale",453,12,453,"Denali Brewing Company",Talkeetna," AK"
1160,"Old Devil's Tooth","American Barleywine",309,12,309,"Sockeye Brewing Company",Boise," ID"
1161,"Rye Pils Session Lager","German Pilsener",127,12,127,"Deep Ellum Brewing Company",Dallas," TX"
1162,"Oatmeal PSA","American Pale Ale (APA)",367,16,367,"Airways Brewing Company",Kent," WA"
1163,"WinterWonderGrass Festival Ale","American Amber / Red Ale",63,12,63,"Crazy Mountain Brewing Company",Edwards," CO"
1164,"TailGate Saison","Saison / Farmhouse Ale",449,12,449,"TailGate Beer","San Diego"," CA"
1165,"Colorado Native","American Amber / Red Lager",462,12,462,"AC Golden Brewing Company",Golden," CO"
